sales,date,region
" $1,749.00 ",4/12/2018,west
" $1,539.00 ",4/13/2018,north
" $1,752.00 ",4/13/2018,south
" $1,674.00 ",4/13/2018,east
" $1,749.00 ",4/13/2018,west
" $1,569.00 ",4/14/2018,north
" $1,794.00 ",4/14/2018,south
" $1,674.00 ",4/14/2018,east
" $1,638.00 ",4/14/2018,west
" $1,515.00 ",4/15/2018,north
" $1,527.00 ",4/15/2018,south
" $1,602.00 ",4/15/2018,east
" $1,653.00 ",4/15/2018,west
" $1,602.00 ",4/16/2018,north
" $1,707.00 ",4/16/2018,south
" $1,548.00 ",4/16/2018,east
" $1,527.00 ",4/16/2018,west
" $1,599.00 ",4/17/2018,north
" $1,728.00 ",4/17/2018,south
" $1,704.00 ",4/17/2018,east
" $1,539.00 ",4/17/2018,west
" $1,545.00 ",4/18/2018,north
" $1,797.00 ",4/18/2018,south
" $1,515.00 ",4/18/2018,east
" $1,719.00 ",4/18/2018,west
" $1,713.00 ",4/19/2018,north
" $1,674.00 ",4/19/2018,south
" $1,767.00 ",4/19/2018,east
" $1,767.00 ",4/19/2018,west
" $1,668.00 ",4/20/2018,north
" $1,620.00 ",4/20/2018,south
" $1,677.00 ",4/20/2018,east
" $1,509.00 ",4/20/2018,west
" $1,683.00 ",4/21/2018,north
" $1,743.00 ",4/21/2018,south
" $1,644.00 ",4/21/2018,east
" $1,578.00 ",4/21/2018,west
" $1,572.00 ",4/22/2018,north
" $1,545.00 ",4/22/2018,south
" $1,557.00 ",4/22/2018,east
" $1,626.00 ",4/22/2018,west
" $1,710.00 ",4/23/2018,north
" $1,659.00 ",4/23/2018,south
" $1,665.00 ",4/23/2018,east
" $1,521.00 ",4/23/2018,west
" $1,503.00 ",4/24/2018,north
" $1,650.00 ",4/24/2018,south
" $1,689.00 ",4/24/2018,east
" $1,743.00 ",4/24/2018,west
" $1,623.00 ",4/25/2018,north
" $1,503.00 ",4/25/2018,south
" $1,758.00 ",4/25/2018,east
" $1,557.00 ",4/25/2018,west
" $1,713.00 ",4/26/2018,north
" $1,734.00 ",4/26/2018,south
" $1,740.00 ",4/26/2018,east
" $1,563.00 ",4/26/2018,west
" $1,716.00 ",4/27/2018,north
" $1,791.00 ",4/27/2018,south
" $1,674.00 ",4/27/2018,east
" $1,716.00 ",4/27/2018,west
" $1,632.00 ",4/28/2018,north
" $1,641.00 ",4/28/2018,south
" $1,584.00 ",4/28/2018,east
" $1,590.00 ",4/28/2018,west
" $1,713.00 ",4/29/2018,north
" $1,593.00 ",4/29/2018,south
" $1,740.00 ",4/29/2018,east
" $1,638.00 ",4/29/2018,west
" $1,653.00 ",4/30/2018,north
" $1,590.00 ",4/30/2018,south
" $1,593.00 ",4/30/2018,east
" $1,602.00 ",4/30/2018,west
" $1,785.00 ",5/1/2018,north
" $1,764.00 ",5/1/2018,south
" $1,506.00 ",5/1/2018,east
" $1,536.00 ",5/1/2018,west
" $1,623.00 ",5/2/2018,north
" $1,674.00 ",5/2/2018,south
" $1,791.00 ",5/2/2018,east
" $1,653.00 ",5/2/2018,west
" $1,785.00 ",5/3/2018,north
" $1,569.00 ",5/3/2018,south
" $1,500.00 ",5/3/2018,east
" $1,770.00 ",5/3/2018,west
" $1,653.00 ",5/4/2018,north
" $1,590.00 ",5/4/2018,south
" $1,671.00 ",5/4/2018,east
" $1,629.00 ",5/4/2018,west
" $1,578.00 ",5/5/2018,north
" $1,665.00 ",5/5/2018,south
" $1,575.00 ",5/5/2018,east
" $1,587.00 ",5/5/2018,west
" $1,674.00 ",5/6/2018,north
" $1,785.00 ",5/6/2018,south
" $1,719.00 ",5/6/2018,east
" $1,617.00 ",5/6/2018,west
" $1,794.00 ",5/7/2018,north
" $1,563.00 ",5/7/2018,south
" $1,728.00 ",5/7/2018,east
" $1,740.00 ",5/7/2018,west
" $1,617.00 ",5/8/2018,north
" $1,650.00 ",5/8/2018,south
" $1,728.00 ",5/8/2018,east
" $1,635.00 ",5/8/2018,west
" $1,584.00 ",5/9/2018,north
" $1,647.00 ",5/9/2018,south
" $1,551.00 ",5/9/2018,east
" $1,512.00 ",5/9/2018,west
" $1,737.00 ",5/10/2018,north
" $1,551.00 ",5/10/2018,south
" $1,515.00 ",5/10/2018,east
" $1,716.00 ",5/10/2018,west
" $1,746.00 ",5/11/2018,north
" $1,677.00 ",5/11/2018,south
" $1,584.00 ",5/11/2018,east
" $1,617.00 ",5/11/2018,west
" $1,743.00 ",5/12/2018,north
" $1,533.00 ",5/12/2018,south
" $1,521.00 ",5/12/2018,east
" $1,578.00 ",5/12/2018,west
" $1,545.00 ",5/13/2018,north
" $1,713.00 ",5/13/2018,south
" $1,665.00 ",5/13/2018,east
" $1,644.00 ",5/13/2018,west
" $1,776.00 ",5/14/2018,north
" $1,560.00 ",5/14/2018,south
" $1,644.00 ",5/14/2018,east
" $1,503.00 ",5/14/2018,west
" $1,800.00 ",5/15/2018,north
" $1,758.00 ",5/15/2018,south
" $1,701.00 ",5/15/2018,east
" $1,671.00 ",5/15/2018,west
" $1,593.00 ",5/16/2018,north
" $1,617.00 ",5/16/2018,south
" $1,626.00 ",5/16/2018,east
" $1,629.00 ",5/16/2018,west
" $1,728.00 ",5/17/2018,north
" $1,506.00 ",5/17/2018,south
" $1,590.00 ",5/17/2018,east
" $1,626.00 ",5/17/2018,west
" $1,782.00 ",5/18/2018,north
" $1,572.00 ",5/18/2018,south
" $1,539.00 ",5/18/2018,east
" $1,509.00 ",5/18/2018,west
" $1,788.00 ",5/19/2018,north
" $1,713.00 ",5/19/2018,south
" $1,626.00 ",5/19/2018,east
" $1,629.00 ",5/19/2018,west
" $1,548.00 ",5/20/2018,north
" $1,716.00 ",5/20/2018,south
" $1,752.00 ",5/20/2018,east
" $1,638.00 ",5/20/2018,west
" $1,575.00 ",5/21/2018,north
" $1,671.00 ",5/21/2018,south
" $1,626.00 ",5/21/2018,east
" $1,572.00 ",5/21/2018,west
" $1,572.00 ",5/22/2018,north
" $1,569.00 ",5/22/2018,south
" $1,581.00 ",5/22/2018,east
" $1,521.00 ",5/22/2018,west
" $1,641.00 ",5/23/2018,north
" $1,692.00 ",5/23/2018,south
" $1,713.00 ",5/23/2018,east
" $1,563.00 ",5/23/2018,west
" $1,524.00 ",5/24/2018,north
" $1,533.00 ",5/24/2018,south
" $1,695.00 ",5/24/2018,east
" $1,533.00 ",5/24/2018,west
" $1,599.00 ",5/25/2018,north
" $1,665.00 ",5/25/2018,south
" $1,713.00 ",5/25/2018,east
" $1,644.00 ",5/25/2018,west
" $1,776.00 ",5/26/2018,north
" $1,530.00 ",5/26/2018,south
" $1,650.00 ",5/26/2018,east
" $1,512.00 ",5/26/2018,west
" $1,629.00 ",5/27/2018,north
" $1,707.00 ",5/27/2018,south
" $1,521.00 ",5/27/2018,east
" $1,761.00 ",5/27/2018,west
" $1,755.00 ",5/28/2018,north
" $1,659.00 ",5/28/2018,south
" $1,800.00 ",5/28/2018,east
" $1,539.00 ",5/28/2018,west
" $1,713.00 ",5/29/2018,north
" $1,752.00 ",5/29/2018,south
" $1,629.00 ",5/29/2018,east
" $1,635.00 ",5/29/2018,west
" $1,674.00 ",5/30/2018,north
" $1,701.00 ",5/30/2018,south
" $1,614.00 ",5/30/2018,east
" $1,794.00 ",5/30/2018,west
" $1,725.00 ",5/31/2018,north
" $1,659.00 ",5/31/2018,south
" $1,536.00 ",5/31/2018,east
" $1,620.00 ",5/31/2018,west
" $1,794.00 ",6/1/2018,north
" $1,623.00 ",6/1/2018,south
" $1,665.00 ",6/1/2018,east
" $1,671.00 ",6/1/2018,west
" $1,752.00 ",6/2/2018,north
" $1,707.00 ",6/2/2018,south
" $1,797.00 ",6/2/2018,east
" $1,668.00 ",6/2/2018,west
" $1,596.00 ",6/3/2018,north
" $1,503.00 ",6/3/2018,south
" $1,578.00 ",6/3/2018,east
" $1,680.00 ",6/3/2018,west
" $1,608.00 ",6/4/2018,north
" $1,683.00 ",6/4/2018,south
" $1,572.00 ",6/4/2018,east
" $1,656.00 ",6/4/2018,west
" $1,713.00 ",6/5/2018,north
" $1,698.00 ",6/5/2018,south
" $1,557.00 ",6/5/2018,east
" $1,782.00 ",6/5/2018,west
" $1,695.00 ",6/6/2018,north
" $1,680.00 ",6/6/2018,south
" $1,761.00 ",6/6/2018,east
" $1,659.00 ",6/6/2018,west
" $1,518.00 ",6/7/2018,north
" $1,572.00 ",6/7/2018,south
" $1,785.00 ",6/7/2018,east
" $1,557.00 ",6/7/2018,west
" $1,719.00 ",6/8/2018,north
" $1,677.00 ",6/8/2018,south
" $1,695.00 ",6/8/2018,east
" $1,602.00 ",6/8/2018,west
" $1,782.00 ",6/9/2018,north
" $1,773.00 ",6/9/2018,south
" $1,656.00 ",6/9/2018,east
" $1,665.00 ",6/9/2018,west
" $1,578.00 ",6/10/2018,north
" $1,641.00 ",6/10/2018,south
" $1,737.00 ",6/10/2018,east
" $1,557.00 ",6/10/2018,west
" $1,788.00 ",6/11/2018,north
" $1,677.00 ",6/11/2018,south
" $1,698.00 ",6/11/2018,east
" $1,728.00 ",6/11/2018,west
" $1,776.00 ",6/12/2018,north
" $1,551.00 ",6/12/2018,south
" $1,548.00 ",6/12/2018,east
" $1,542.00 ",6/12/2018,west
" $1,683.00 ",6/13/2018,north
" $1,683.00 ",6/13/2018,south
" $1,572.00 ",6/13/2018,east
" $1,683.00 ",6/13/2018,west
" $1,761.00 ",6/14/2018,north
" $1,668.00 ",6/14/2018,south
" $1,599.00 ",6/14/2018,east
" $1,593.00 ",6/14/2018,west
" $1,623.00 ",6/15/2018,north
" $1,737.00 ",6/15/2018,south
" $1,593.00 ",6/15/2018,east
" $1,788.00 ",6/15/2018,west
" $1,659.00 ",6/16/2018,north
" $1,641.00 ",6/16/2018,south
" $1,575.00 ",6/16/2018,east
" $1,611.00 ",6/16/2018,west
" $1,599.00 ",6/17/2018,north
" $1,530.00 ",6/17/2018,south
" $1,608.00 ",6/17/2018,east
" $1,626.00 ",6/17/2018,west
" $1,530.00 ",6/18/2018,north
" $1,707.00 ",6/18/2018,south
" $1,611.00 ",6/18/2018,east
" $1,635.00 ",6/18/2018,west
" $1,593.00 ",6/19/2018,north
" $1,749.00 ",6/19/2018,south
" $1,623.00 ",6/19/2018,east
" $1,608.00 ",6/19/2018,west
" $1,665.00 ",6/20/2018,north
" $1,659.00 ",6/20/2018,south
" $1,734.00 ",6/20/2018,east
" $1,557.00 ",6/20/2018,west
" $1,797.00 ",6/21/2018,north
" $1,587.00 ",6/21/2018,south
" $1,557.00 ",6/21/2018,east
" $1,542.00 ",6/21/2018,west
" $1,743.00 ",6/22/2018,north
" $1,797.00 ",6/22/2018,south
" $1,686.00 ",6/22/2018,east
" $1,683.00 ",6/22/2018,west
" $1,791.00 ",6/23/2018,north
" $1,554.00 ",6/23/2018,south
" $1,695.00 ",6/23/2018,east
" $1,566.00 ",6/23/2018,west
" $1,563.00 ",6/24/2018,north
" $1,623.00 ",6/24/2018,south
" $1,530.00 ",6/24/2018,east
" $1,662.00 ",6/24/2018,west
" $1,650.00 ",6/25/2018,north
" $1,602.00 ",6/25/2018,south
" $1,548.00 ",6/25/2018,east
" $1,623.00 ",6/25/2018,west
" $1,728.00 ",6/26/2018,north
" $1,533.00 ",6/26/2018,south
" $1,503.00 ",6/26/2018,east
" $1,629.00 ",6/26/2018,west
" $1,581.00 ",6/27/2018,north
" $1,659.00 ",6/27/2018,south
" $1,707.00 ",6/27/2018,east
" $1,665.00 ",6/27/2018,west
" $1,563.00 ",6/28/2018,north
" $1,638.00 ",6/28/2018,south
" $1,692.00 ",6/28/2018,east
" $1,503.00 ",6/28/2018,west
" $1,686.00 ",6/29/2018,north
" $1,764.00 ",6/29/2018,south
" $1,629.00 ",6/29/2018,east
" $1,779.00 ",6/29/2018,west
" $1,554.00 ",6/30/2018,north
" $1,653.00 ",6/30/2018,south
" $1,515.00 ",6/30/2018,east
" $1,557.00 ",6/30/2018,west
" $1,746.00 ",7/1/2018,north
" $1,671.00 ",7/1/2018,south
" $1,716.00 ",7/1/2018,east
" $1,554.00 ",7/1/2018,west
" $1,695.00 ",7/2/2018,north
" $1,611.00 ",7/2/2018,south
" $1,680.00 ",7/2/2018,east
" $1,671.00 ",7/2/2018,west
" $1,644.00 ",7/3/2018,north
" $1,638.00 ",7/3/2018,south
" $1,623.00 ",7/3/2018,east
" $1,515.00 ",7/3/2018,west
" $1,743.00 ",7/4/2018,north
" $1,587.00 ",7/4/2018,south
" $1,764.00 ",7/4/2018,east
" $1,572.00 ",7/4/2018,west
" $1,752.00 ",7/5/2018,north
" $1,647.00 ",7/5/2018,south
" $1,575.00 ",7/5/2018,east
" $1,500.00 ",7/5/2018,west
" $1,743.00 ",7/6/2018,north
" $1,566.00 ",7/6/2018,south
" $1,758.00 ",7/6/2018,east
" $1,689.00 ",7/6/2018,west
" $1,776.00 ",7/7/2018,north
" $1,770.00 ",7/7/2018,south
" $1,695.00 ",7/7/2018,east
" $1,566.00 ",7/7/2018,west
" $1,623.00 ",7/8/2018,north
" $1,776.00 ",7/8/2018,south
" $1,515.00 ",7/8/2018,east
" $1,761.00 ",7/8/2018,west
" $1,623.00 ",7/9/2018,north
" $1,788.00 ",7/9/2018,south
" $1,542.00 ",7/9/2018,east
" $1,515.00 ",7/9/2018,west
" $1,794.00 ",7/10/2018,north
" $1,794.00 ",7/10/2018,south
" $1,755.00 ",7/10/2018,east
" $1,761.00 ",7/10/2018,west
" $1,605.00 ",7/11/2018,north
" $1,569.00 ",7/11/2018,south
" $1,638.00 ",7/11/2018,east
" $1,677.00 ",7/11/2018,west
" $1,593.00 ",7/12/2018,north
" $1,500.00 ",7/12/2018,south
" $1,539.00 ",7/12/2018,east
" $1,719.00 ",7/12/2018,west
" $1,749.00 ",7/13/2018,north
" $1,596.00 ",7/13/2018,south
" $1,680.00 ",7/13/2018,east
" $1,509.00 ",7/13/2018,west
" $1,500.00 ",7/14/2018,north
" $1,653.00 ",7/14/2018,south
" $1,620.00 ",7/14/2018,east
" $1,575.00 ",7/14/2018,west
" $1,737.00 ",7/15/2018,north
" $1,713.00 ",7/15/2018,south
" $1,698.00 ",7/15/2018,east
" $1,539.00 ",7/15/2018,west
" $1,773.00 ",7/16/2018,north
" $1,707.00 ",7/16/2018,south
" $1,554.00 ",7/16/2018,east
" $1,515.00 ",7/16/2018,west
" $1,551.00 ",7/17/2018,north
" $1,566.00 ",7/17/2018,south
" $1,788.00 ",7/17/2018,east
" $1,614.00 ",7/17/2018,west
" $1,704.00 ",7/18/2018,north
" $1,656.00 ",7/18/2018,south
" $1,530.00 ",7/18/2018,east
" $1,659.00 ",7/18/2018,west
" $1,620.00 ",7/19/2018,north
" $1,725.00 ",7/19/2018,south
" $1,704.00 ",7/19/2018,east
" $1,527.00 ",7/19/2018,west
" $1,731.00 ",7/20/2018,north
" $1,761.00 ",7/20/2018,south
" $1,644.00 ",7/20/2018,east
" $1,653.00 ",7/20/2018,west
" $1,725.00 ",7/21/2018,north
" $1,698.00 ",7/21/2018,south
" $1,662.00 ",7/21/2018,east
" $1,656.00 ",7/21/2018,west
" $1,608.00 ",7/22/2018,north
" $1,773.00 ",7/22/2018,south
" $1,659.00 ",7/22/2018,east
" $1,647.00 ",7/22/2018,west
" $1,638.00 ",7/23/2018,north
" $1,623.00 ",7/23/2018,south
" $1,719.00 ",7/23/2018,east
" $1,629.00 ",7/23/2018,west
" $1,701.00 ",7/24/2018,north
" $1,725.00 ",7/24/2018,south
" $1,752.00 ",7/24/2018,east
" $1,557.00 ",7/24/2018,west
" $1,500.00 ",7/25/2018,north
" $1,707.00 ",7/25/2018,south
" $1,533.00 ",7/25/2018,east
" $1,737.00 ",7/25/2018,west
" $1,605.00 ",7/26/2018,north
" $1,767.00 ",7/26/2018,south
" $1,551.00 ",7/26/2018,east
" $1,521.00 ",7/26/2018,west
" $1,659.00 ",7/27/2018,north
" $1,611.00 ",7/27/2018,south
" $1,695.00 ",7/27/2018,east
" $1,632.00 ",7/27/2018,west
" $1,515.00 ",7/28/2018,north
" $1,584.00 ",7/28/2018,south
" $1,596.00 ",7/28/2018,east
" $1,743.00 ",7/28/2018,west
" $1,791.00 ",7/29/2018,north
" $1,599.00 ",7/29/2018,south
" $1,749.00 ",7/29/2018,east
" $1,755.00 ",7/29/2018,west
" $1,755.00 ",7/30/2018,north
" $1,662.00 ",7/30/2018,south
" $1,509.00 ",7/30/2018,east
" $1,776.00 ",7/30/2018,west
" $1,695.00 ",7/31/2018,north
" $1,707.00 ",7/31/2018,south
" $1,548.00 ",7/31/2018,east
" $1,578.00 ",7/31/2018,west
" $1,563.00 ",8/1/2018,north
" $1,674.00 ",8/1/2018,south
" $1,554.00 ",8/1/2018,east
" $1,665.00 ",8/1/2018,west
" $1,527.00 ",8/2/2018,north
" $1,617.00 ",8/2/2018,south
" $1,548.00 ",8/2/2018,east
" $1,671.00 ",8/2/2018,west
" $1,668.00 ",8/3/2018,north
" $1,671.00 ",8/3/2018,south
" $1,719.00 ",8/3/2018,east
" $1,668.00 ",8/3/2018,west
" $1,536.00 ",8/4/2018,north
" $1,734.00 ",8/4/2018,south
" $1,743.00 ",8/4/2018,east
" $1,776.00 ",8/4/2018,west
" $1,650.00 ",8/5/2018,north
" $1,599.00 ",8/5/2018,south
" $1,614.00 ",8/5/2018,east
" $1,773.00 ",8/5/2018,west
" $1,611.00 ",8/6/2018,north
" $1,605.00 ",8/6/2018,south
" $1,554.00 ",8/6/2018,east
" $1,788.00 ",8/6/2018,west
" $1,566.00 ",8/7/2018,north
" $1,560.00 ",8/7/2018,south
" $1,551.00 ",8/7/2018,east
" $1,626.00 ",8/7/2018,west
" $1,665.00 ",8/8/2018,north
" $1,539.00 ",8/8/2018,south
" $1,506.00 ",8/8/2018,east
" $1,617.00 ",8/8/2018,west
