sales,date,region
" $1,731.00 ",10/28/2020,west
" $1,770.00 ",10/29/2020,north
" $1,692.00 ",10/29/2020,south
" $1,557.00 ",10/29/2020,east
" $1,524.00 ",10/29/2020,west
" $1,773.00 ",10/30/2020,north
" $1,689.00 ",10/30/2020,south
" $1,776.00 ",10/30/2020,east
" $1,686.00 ",10/30/2020,west
" $1,581.00 ",10/31/2020,north
" $1,758.00 ",10/31/2020,south
" $1,755.00 ",10/31/2020,east
" $1,668.00 ",10/31/2020,west
" $1,665.00 ",11/1/2020,north
" $1,551.00 ",11/1/2020,south
" $1,770.00 ",11/1/2020,east
" $1,593.00 ",11/1/2020,west
" $1,734.00 ",11/2/2020,north
" $1,500.00 ",11/2/2020,south
" $1,740.00 ",11/2/2020,east
" $1,686.00 ",11/2/2020,west
" $1,551.00 ",11/3/2020,north
" $1,752.00 ",11/3/2020,south
" $1,746.00 ",11/3/2020,east
" $1,581.00 ",11/3/2020,west
" $1,773.00 ",11/4/2020,north
" $1,788.00 ",11/4/2020,south
" $1,545.00 ",11/4/2020,east
" $1,506.00 ",11/4/2020,west
" $1,644.00 ",11/5/2020,north
" $1,605.00 ",11/5/2020,south
" $1,686.00 ",11/5/2020,east
" $1,539.00 ",11/5/2020,west
" $1,725.00 ",11/6/2020,north
" $1,599.00 ",11/6/2020,south
" $1,659.00 ",11/6/2020,east
" $1,575.00 ",11/6/2020,west
" $1,653.00 ",11/7/2020,north
" $1,641.00 ",11/7/2020,south
" $1,587.00 ",11/7/2020,east
" $1,758.00 ",11/7/2020,west
" $1,785.00 ",11/8/2020,north
" $1,695.00 ",11/8/2020,south
" $1,581.00 ",11/8/2020,east
" $1,734.00 ",11/8/2020,west
" $1,788.00 ",11/9/2020,north
" $1,593.00 ",11/9/2020,south
" $1,593.00 ",11/9/2020,east
" $1,512.00 ",11/9/2020,west
" $1,638.00 ",11/10/2020,north
" $1,734.00 ",11/10/2020,south
" $1,695.00 ",11/10/2020,east
" $1,638.00 ",11/10/2020,west
" $1,695.00 ",11/11/2020,north
" $1,533.00 ",11/11/2020,south
" $1,731.00 ",11/11/2020,east
" $1,689.00 ",11/11/2020,west
" $1,713.00 ",11/12/2020,north
" $1,596.00 ",11/12/2020,south
" $1,686.00 ",11/12/2020,east
" $1,515.00 ",11/12/2020,west
" $1,581.00 ",11/13/2020,north
" $1,521.00 ",11/13/2020,south
" $1,677.00 ",11/13/2020,east
" $1,635.00 ",11/13/2020,west
" $1,749.00 ",11/14/2020,north
" $1,542.00 ",11/14/2020,south
" $1,602.00 ",11/14/2020,east
" $1,557.00 ",11/14/2020,west
" $1,686.00 ",11/15/2020,north
" $1,638.00 ",11/15/2020,south
" $1,794.00 ",11/15/2020,east
" $1,659.00 ",11/15/2020,west
" $1,773.00 ",11/16/2020,north
" $1,671.00 ",11/16/2020,south
" $1,626.00 ",11/16/2020,east
" $1,725.00 ",11/16/2020,west
" $1,686.00 ",11/17/2020,north
" $1,521.00 ",11/17/2020,south
" $1,734.00 ",11/17/2020,east
" $1,530.00 ",11/17/2020,west
" $1,698.00 ",11/18/2020,north
" $1,770.00 ",11/18/2020,south
" $1,752.00 ",11/18/2020,east
" $1,662.00 ",11/18/2020,west
" $1,566.00 ",11/19/2020,north
" $1,590.00 ",11/19/2020,south
" $1,635.00 ",11/19/2020,east
" $1,698.00 ",11/19/2020,west
" $1,683.00 ",11/20/2020,north
" $1,653.00 ",11/20/2020,south
" $1,527.00 ",11/20/2020,east
" $1,524.00 ",11/20/2020,west
" $1,593.00 ",11/21/2020,north
" $1,656.00 ",11/21/2020,south
" $1,623.00 ",11/21/2020,east
" $1,638.00 ",11/21/2020,west
" $1,596.00 ",11/22/2020,north
" $1,575.00 ",11/22/2020,south
" $1,656.00 ",11/22/2020,east
" $1,725.00 ",11/22/2020,west
" $1,767.00 ",11/23/2020,north
" $1,650.00 ",11/23/2020,south
" $1,641.00 ",11/23/2020,east
" $1,632.00 ",11/23/2020,west
" $1,602.00 ",11/24/2020,north
" $1,632.00 ",11/24/2020,south
" $1,743.00 ",11/24/2020,east
" $1,617.00 ",11/24/2020,west
" $1,725.00 ",11/25/2020,north
" $1,761.00 ",11/25/2020,south
" $1,791.00 ",11/25/2020,east
" $1,620.00 ",11/25/2020,west
" $1,770.00 ",11/26/2020,north
" $1,791.00 ",11/26/2020,south
" $1,665.00 ",11/26/2020,east
" $1,743.00 ",11/26/2020,west
" $1,632.00 ",11/27/2020,north
" $1,587.00 ",11/27/2020,south
" $1,680.00 ",11/27/2020,east
" $1,656.00 ",11/27/2020,west
" $1,746.00 ",11/28/2020,north
" $1,599.00 ",11/28/2020,south
" $1,719.00 ",11/28/2020,east
" $1,794.00 ",11/28/2020,west
" $1,758.00 ",11/29/2020,north
" $1,557.00 ",11/29/2020,south
" $1,647.00 ",11/29/2020,east
" $1,740.00 ",11/29/2020,west
" $1,635.00 ",11/30/2020,north
" $1,584.00 ",11/30/2020,south
" $1,614.00 ",11/30/2020,east
" $1,749.00 ",11/30/2020,west
" $1,587.00 ",12/1/2020,north
" $1,719.00 ",12/1/2020,south
" $1,620.00 ",12/1/2020,east
" $1,656.00 ",12/1/2020,west
" $1,554.00 ",12/2/2020,north
" $1,755.00 ",12/2/2020,south
" $1,737.00 ",12/2/2020,east
" $1,548.00 ",12/2/2020,west
" $1,572.00 ",12/3/2020,north
" $1,560.00 ",12/3/2020,south
" $1,746.00 ",12/3/2020,east
" $1,788.00 ",12/3/2020,west
" $1,638.00 ",12/4/2020,north
" $1,626.00 ",12/4/2020,south
" $1,518.00 ",12/4/2020,east
" $1,773.00 ",12/4/2020,west
" $1,707.00 ",12/5/2020,north
" $1,614.00 ",12/5/2020,south
" $1,722.00 ",12/5/2020,east
" $1,524.00 ",12/5/2020,west
" $1,560.00 ",12/6/2020,north
" $1,617.00 ",12/6/2020,south
" $1,566.00 ",12/6/2020,east
" $1,515.00 ",12/6/2020,west
" $1,509.00 ",12/7/2020,north
" $1,545.00 ",12/7/2020,south
" $1,596.00 ",12/7/2020,east
" $1,671.00 ",12/7/2020,west
" $1,686.00 ",12/8/2020,north
" $1,785.00 ",12/8/2020,south
" $1,800.00 ",12/8/2020,east
" $1,590.00 ",12/8/2020,west
" $1,788.00 ",12/9/2020,north
" $1,788.00 ",12/9/2020,south
" $1,584.00 ",12/9/2020,east
" $1,665.00 ",12/9/2020,west
" $1,620.00 ",12/10/2020,north
" $1,725.00 ",12/10/2020,south
" $1,569.00 ",12/10/2020,east
" $1,533.00 ",12/10/2020,west
" $1,503.00 ",12/11/2020,north
" $1,713.00 ",12/11/2020,south
" $1,650.00 ",12/11/2020,east
" $1,776.00 ",12/11/2020,west
" $1,629.00 ",12/12/2020,north
" $1,662.00 ",12/12/2020,south
" $1,623.00 ",12/12/2020,east
" $1,590.00 ",12/12/2020,west
" $1,650.00 ",12/13/2020,north
" $1,647.00 ",12/13/2020,south
" $1,683.00 ",12/13/2020,east
" $1,530.00 ",12/13/2020,west
" $1,746.00 ",12/14/2020,north
" $1,551.00 ",12/14/2020,south
" $1,548.00 ",12/14/2020,east
" $1,767.00 ",12/14/2020,west
" $1,785.00 ",12/15/2020,north
" $1,734.00 ",12/15/2020,south
" $1,578.00 ",12/15/2020,east
" $1,596.00 ",12/15/2020,west
" $1,779.00 ",12/16/2020,north
" $1,770.00 ",12/16/2020,south
" $1,581.00 ",12/16/2020,east
" $1,614.00 ",12/16/2020,west
" $1,506.00 ",12/17/2020,north
" $1,533.00 ",12/17/2020,south
" $1,677.00 ",12/17/2020,east
" $1,737.00 ",12/17/2020,west
" $1,635.00 ",12/18/2020,north
" $1,800.00 ",12/18/2020,south
" $1,794.00 ",12/18/2020,east
" $1,653.00 ",12/18/2020,west
" $1,719.00 ",12/19/2020,north
" $1,674.00 ",12/19/2020,south
" $1,575.00 ",12/19/2020,east
" $1,650.00 ",12/19/2020,west
" $1,707.00 ",12/20/2020,north
" $1,692.00 ",12/20/2020,south
" $1,614.00 ",12/20/2020,east
" $1,563.00 ",12/20/2020,west
" $1,575.00 ",12/21/2020,north
" $1,506.00 ",12/21/2020,south
" $1,599.00 ",12/21/2020,east
" $1,686.00 ",12/21/2020,west
" $1,518.00 ",12/22/2020,north
" $1,677.00 ",12/22/2020,south
" $1,722.00 ",12/22/2020,east
" $1,566.00 ",12/22/2020,west
" $1,677.00 ",12/23/2020,north
" $1,542.00 ",12/23/2020,south
" $1,785.00 ",12/23/2020,east
" $1,671.00 ",12/23/2020,west
" $1,725.00 ",12/24/2020,north
" $1,506.00 ",12/24/2020,south
" $1,563.00 ",12/24/2020,east
" $1,668.00 ",12/24/2020,west
" $1,782.00 ",12/25/2020,north
" $1,557.00 ",12/25/2020,south
" $1,797.00 ",12/25/2020,east
" $1,563.00 ",12/25/2020,west
" $1,554.00 ",12/26/2020,north
" $1,650.00 ",12/26/2020,south
" $1,698.00 ",12/26/2020,east
" $1,737.00 ",12/26/2020,west
" $1,770.00 ",12/27/2020,north
" $1,734.00 ",12/27/2020,south
" $1,770.00 ",12/27/2020,east
" $1,524.00 ",12/27/2020,west
" $1,725.00 ",12/28/2020,north
" $1,536.00 ",12/28/2020,south
" $1,758.00 ",12/28/2020,east
" $1,683.00 ",12/28/2020,west
" $1,518.00 ",12/29/2020,north
" $1,677.00 ",12/29/2020,south
" $1,614.00 ",12/29/2020,east
" $1,767.00 ",12/29/2020,west
" $1,524.00 ",12/30/2020,north
" $1,530.00 ",12/30/2020,south
" $1,584.00 ",12/30/2020,east
" $1,791.00 ",12/30/2020,west
" $1,740.00 ",12/31/2020,north
" $1,698.00 ",12/31/2020,south
" $1,770.00 ",12/31/2020,east
" $1,650.00 ",12/31/2020,west
" $1,536.00 ",1/1/2021,north
" $1,542.00 ",1/1/2021,south
" $1,671.00 ",1/1/2021,east
" $1,752.00 ",1/1/2021,west
" $1,794.00 ",1/2/2021,north
" $1,620.00 ",1/2/2021,south
" $1,584.00 ",1/2/2021,east
" $1,503.00 ",1/2/2021,west
" $1,758.00 ",1/3/2021,north
" $1,578.00 ",1/3/2021,south
" $1,677.00 ",1/3/2021,east
" $1,722.00 ",1/3/2021,west
" $1,590.00 ",1/4/2021,north
" $1,785.00 ",1/4/2021,south
" $1,731.00 ",1/4/2021,east
" $1,686.00 ",1/4/2021,west
" $1,536.00 ",1/5/2021,north
" $1,578.00 ",1/5/2021,south
" $1,683.00 ",1/5/2021,east
" $1,608.00 ",1/5/2021,west
" $1,743.00 ",1/6/2021,north
" $1,743.00 ",1/6/2021,south
" $1,638.00 ",1/6/2021,east
" $1,788.00 ",1/6/2021,west
" $1,716.00 ",1/7/2021,north
" $1,602.00 ",1/7/2021,south
" $1,596.00 ",1/7/2021,east
" $1,797.00 ",1/7/2021,west
" $1,662.00 ",1/8/2021,north
" $1,668.00 ",1/8/2021,south
" $1,662.00 ",1/8/2021,east
" $1,521.00 ",1/8/2021,west
" $1,563.00 ",1/9/2021,north
" $1,647.00 ",1/9/2021,south
" $1,743.00 ",1/9/2021,east
" $1,653.00 ",1/9/2021,west
" $1,731.00 ",1/10/2021,north
" $1,608.00 ",1/10/2021,south
" $1,512.00 ",1/10/2021,east
" $1,545.00 ",1/10/2021,west
" $1,740.00 ",1/11/2021,north
" $1,611.00 ",1/11/2021,south
" $1,536.00 ",1/11/2021,east
" $1,626.00 ",1/11/2021,west
" $1,614.00 ",1/12/2021,north
" $1,572.00 ",1/12/2021,south
" $1,539.00 ",1/12/2021,east
" $1,605.00 ",1/12/2021,west
" $1,545.00 ",1/13/2021,north
" $1,542.00 ",1/13/2021,south
" $1,779.00 ",1/13/2021,east
" $1,680.00 ",1/13/2021,west
" $1,701.00 ",1/14/2021,north
" $1,677.00 ",1/14/2021,south
" $1,614.00 ",1/14/2021,east
" $1,590.00 ",1/14/2021,west
" $2,025.00 ",1/15/2021,north
" $2,195.00 ",1/15/2021,south
" $2,180.00 ",1/15/2021,east
" $2,395.00 ",1/15/2021,west
" $2,110.00 ",1/16/2021,north
" $2,145.00 ",1/16/2021,south
" $2,340.00 ",1/16/2021,east
" $2,390.00 ",1/16/2021,west
" $2,475.00 ",1/17/2021,north
" $2,320.00 ",1/17/2021,south
" $2,105.00 ",1/17/2021,east
" $2,090.00 ",1/17/2021,west
" $2,050.00 ",1/18/2021,north
" $2,410.00 ",1/18/2021,south
" $2,125.00 ",1/18/2021,east
" $2,325.00 ",1/18/2021,west
" $2,335.00 ",1/19/2021,north
" $2,105.00 ",1/19/2021,south
" $2,340.00 ",1/19/2021,east
" $2,420.00 ",1/19/2021,west
" $2,415.00 ",1/20/2021,north
" $2,495.00 ",1/20/2021,south
" $2,070.00 ",1/20/2021,east
" $2,405.00 ",1/20/2021,west
" $2,090.00 ",1/21/2021,north
" $2,145.00 ",1/21/2021,south
" $2,245.00 ",1/21/2021,east
" $2,330.00 ",1/21/2021,west
" $2,460.00 ",1/22/2021,north
" $2,230.00 ",1/22/2021,south
" $2,010.00 ",1/22/2021,east
" $2,380.00 ",1/22/2021,west
" $2,025.00 ",1/23/2021,north
" $2,085.00 ",1/23/2021,south
" $2,420.00 ",1/23/2021,east
" $2,175.00 ",1/23/2021,west
" $2,015.00 ",1/24/2021,north
" $2,445.00 ",1/24/2021,south
" $2,255.00 ",1/24/2021,east
" $2,085.00 ",1/24/2021,west
" $2,210.00 ",1/25/2021,north
" $2,145.00 ",1/25/2021,south
" $2,200.00 ",1/25/2021,east
" $2,160.00 ",1/25/2021,west
" $2,050.00 ",1/26/2021,north
" $2,280.00 ",1/26/2021,south
" $2,165.00 ",1/26/2021,east
" $2,345.00 ",1/26/2021,west
" $2,000.00 ",1/27/2021,north
" $2,010.00 ",1/27/2021,south
" $2,060.00 ",1/27/2021,east
" $2,020.00 ",1/27/2021,west
" $2,140.00 ",1/28/2021,north
" $2,310.00 ",1/28/2021,south
" $2,285.00 ",1/28/2021,east
" $2,005.00 ",1/28/2021,west
" $2,295.00 ",1/29/2021,north
" $2,195.00 ",1/29/2021,south
" $2,465.00 ",1/29/2021,east
" $2,095.00 ",1/29/2021,west
" $2,400.00 ",1/30/2021,north
" $2,290.00 ",1/30/2021,south
" $2,370.00 ",1/30/2021,east
" $2,165.00 ",1/30/2021,west
" $2,430.00 ",1/31/2021,north
" $2,260.00 ",1/31/2021,south
" $2,215.00 ",1/31/2021,east
" $2,145.00 ",1/31/2021,west
" $2,350.00 ",2/1/2021,north
" $2,180.00 ",2/1/2021,south
" $2,290.00 ",2/1/2021,east
" $2,115.00 ",2/1/2021,west
" $2,315.00 ",2/2/2021,north
" $2,100.00 ",2/2/2021,south
" $2,430.00 ",2/2/2021,east
" $2,215.00 ",2/2/2021,west
" $2,000.00 ",2/3/2021,north
" $2,355.00 ",2/3/2021,south
" $2,110.00 ",2/3/2021,east
" $2,240.00 ",2/3/2021,west
" $2,380.00 ",2/4/2021,north
" $2,305.00 ",2/4/2021,south
" $2,300.00 ",2/4/2021,east
" $2,120.00 ",2/4/2021,west
" $2,185.00 ",2/5/2021,north
" $2,295.00 ",2/5/2021,south
" $2,215.00 ",2/5/2021,east
" $2,050.00 ",2/5/2021,west
" $2,225.00 ",2/6/2021,north
" $2,405.00 ",2/6/2021,south
" $2,095.00 ",2/6/2021,east
" $2,200.00 ",2/6/2021,west
" $2,070.00 ",2/7/2021,north
" $2,065.00 ",2/7/2021,south
" $2,080.00 ",2/7/2021,east
" $2,010.00 ",2/7/2021,west
" $2,395.00 ",2/8/2021,north
" $2,345.00 ",2/8/2021,south
" $2,085.00 ",2/8/2021,east
" $2,250.00 ",2/8/2021,west
" $2,045.00 ",2/9/2021,north
" $2,345.00 ",2/9/2021,south
" $2,455.00 ",2/9/2021,east
" $2,260.00 ",2/9/2021,west
" $2,130.00 ",2/10/2021,north
" $2,035.00 ",2/10/2021,south
" $2,045.00 ",2/10/2021,east
" $2,145.00 ",2/10/2021,west
" $2,320.00 ",2/11/2021,north
" $2,350.00 ",2/11/2021,south
" $2,085.00 ",2/11/2021,east
" $2,160.00 ",2/11/2021,west
" $2,375.00 ",2/12/2021,north
" $2,230.00 ",2/12/2021,south
" $2,230.00 ",2/12/2021,east
" $2,130.00 ",2/12/2021,west
" $2,425.00 ",2/13/2021,north
" $2,465.00 ",2/13/2021,south
" $2,105.00 ",2/13/2021,east
" $2,485.00 ",2/13/2021,west
" $2,340.00 ",2/14/2021,north
" $2,240.00 ",2/14/2021,south
" $2,285.00 ",2/14/2021,east
" $2,375.00 ",2/14/2021,west
" $2,110.00 ",2/15/2021,north
" $2,325.00 ",2/15/2021,south
" $2,265.00 ",2/15/2021,east
" $2,175.00 ",2/15/2021,west
" $2,295.00 ",2/16/2021,north
" $2,250.00 ",2/16/2021,south
" $2,180.00 ",2/16/2021,east
" $2,465.00 ",2/16/2021,west
" $2,380.00 ",2/17/2021,north
" $2,130.00 ",2/17/2021,south
" $2,350.00 ",2/17/2021,east
" $2,470.00 ",2/17/2021,west
" $2,005.00 ",2/18/2021,north
" $2,125.00 ",2/18/2021,south
" $2,480.00 ",2/18/2021,east
" $2,240.00 ",2/18/2021,west
" $2,125.00 ",2/19/2021,north
" $2,425.00 ",2/19/2021,south
" $2,050.00 ",2/19/2021,east
" $2,045.00 ",2/19/2021,west
" $2,260.00 ",2/20/2021,north
" $2,105.00 ",2/20/2021,south
" $2,420.00 ",2/20/2021,east
" $2,400.00 ",2/20/2021,west
" $2,345.00 ",2/21/2021,north
" $2,040.00 ",2/21/2021,south
" $2,170.00 ",2/21/2021,east
" $2,445.00 ",2/21/2021,west
" $2,145.00 ",2/22/2021,north
" $2,050.00 ",2/22/2021,south
" $2,200.00 ",2/22/2021,east
" $2,140.00 ",2/22/2021,west
" $2,490.00 ",2/23/2021,north
" $2,370.00 ",2/23/2021,south
" $2,055.00 ",2/23/2021,east
" $2,380.00 ",2/23/2021,west
" $2,330.00 ",2/24/2021,north
" $2,420.00 ",2/24/2021,south
" $2,235.00 ",2/24/2021,east
" $2,045.00 ",2/24/2021,west
" $2,205.00 ",2/25/2021,north
" $2,065.00 ",2/25/2021,south
" $2,300.00 ",2/25/2021,east
" $2,035.00 ",2/25/2021,west
" $2,455.00 ",2/26/2021,north
" $2,350.00 ",2/26/2021,south
" $2,270.00 ",2/26/2021,east
" $2,315.00 ",2/26/2021,west
" $2,000.00 ",2/27/2021,north
" $2,305.00 ",2/27/2021,south
" $2,150.00 ",2/27/2021,east
" $2,305.00 ",2/27/2021,west
" $2,145.00 ",2/28/2021,north
" $2,155.00 ",2/28/2021,south
" $2,290.00 ",2/28/2021,east
" $2,155.00 ",2/28/2021,west
" $2,360.00 ",3/1/2021,north
" $2,430.00 ",3/1/2021,south
" $2,185.00 ",3/1/2021,east
" $2,245.00 ",3/1/2021,west
" $2,370.00 ",3/2/2021,north
" $2,300.00 ",3/2/2021,south
" $2,215.00 ",3/2/2021,east
" $2,225.00 ",3/2/2021,west
" $2,405.00 ",3/3/2021,north
" $2,000.00 ",3/3/2021,south
" $2,025.00 ",3/3/2021,east
" $2,380.00 ",3/3/2021,west
" $2,390.00 ",3/4/2021,north
" $2,335.00 ",3/4/2021,south
" $2,205.00 ",3/4/2021,east
" $2,035.00 ",3/4/2021,west
" $2,080.00 ",3/5/2021,north
" $2,340.00 ",3/5/2021,south
" $2,045.00 ",3/5/2021,east
" $2,005.00 ",3/5/2021,west
" $2,075.00 ",3/6/2021,north
" $2,190.00 ",3/6/2021,south
" $2,305.00 ",3/6/2021,east
" $2,190.00 ",3/6/2021,west
" $2,220.00 ",3/7/2021,north
" $2,025.00 ",3/7/2021,south
" $2,350.00 ",3/7/2021,east
" $2,425.00 ",3/7/2021,west
" $2,170.00 ",3/8/2021,north
" $2,095.00 ",3/8/2021,south
" $2,475.00 ",3/8/2021,east
" $2,395.00 ",3/8/2021,west
" $2,380.00 ",3/9/2021,north
" $2,000.00 ",3/9/2021,south
" $2,180.00 ",3/9/2021,east
" $2,365.00 ",3/9/2021,west
" $2,380.00 ",3/10/2021,north
" $2,320.00 ",3/10/2021,south
" $2,005.00 ",3/10/2021,east
" $2,270.00 ",3/10/2021,west
" $2,005.00 ",3/11/2021,north
" $2,410.00 ",3/11/2021,south
" $2,065.00 ",3/11/2021,east
" $2,170.00 ",3/11/2021,west
" $2,175.00 ",3/12/2021,north
" $2,310.00 ",3/12/2021,south
" $2,490.00 ",3/12/2021,east
" $2,400.00 ",3/12/2021,west
" $2,065.00 ",3/13/2021,north
" $2,165.00 ",3/13/2021,south
" $2,305.00 ",3/13/2021,east
" $2,100.00 ",3/13/2021,west
" $2,245.00 ",3/14/2021,north
" $2,365.00 ",3/14/2021,south
" $2,300.00 ",3/14/2021,east
" $2,340.00 ",3/14/2021,west
" $2,330.00 ",3/15/2021,north
" $2,445.00 ",3/15/2021,south
" $2,390.00 ",3/15/2021,east
" $2,210.00 ",3/15/2021,west
" $2,365.00 ",3/16/2021,north
" $2,500.00 ",3/16/2021,south
" $2,235.00 ",3/16/2021,east
" $2,480.00 ",3/16/2021,west
" $2,065.00 ",3/17/2021,north
" $2,325.00 ",3/17/2021,south
" $2,480.00 ",3/17/2021,east
" $2,265.00 ",3/17/2021,west
" $2,440.00 ",3/18/2021,north
" $2,020.00 ",3/18/2021,south
" $2,115.00 ",3/18/2021,east
" $2,075.00 ",3/18/2021,west
" $2,035.00 ",3/19/2021,north
" $2,495.00 ",3/19/2021,south
" $2,340.00 ",3/19/2021,east
" $2,220.00 ",3/19/2021,west
" $2,380.00 ",3/20/2021,north
" $2,360.00 ",3/20/2021,south
" $2,325.00 ",3/20/2021,east
" $2,340.00 ",3/20/2021,west
" $2,300.00 ",3/21/2021,north
" $2,030.00 ",3/21/2021,south
" $2,110.00 ",3/21/2021,east
" $2,490.00 ",3/21/2021,west
" $2,420.00 ",3/22/2021,north
" $2,030.00 ",3/22/2021,south
" $2,450.00 ",3/22/2021,east
" $2,315.00 ",3/22/2021,west
" $2,470.00 ",3/23/2021,north
" $2,240.00 ",3/23/2021,south
" $2,155.00 ",3/23/2021,east
" $2,005.00 ",3/23/2021,west
" $2,005.00 ",3/24/2021,north
" $2,075.00 ",3/24/2021,south
" $2,080.00 ",3/24/2021,east
" $2,395.00 ",3/24/2021,west
" $2,435.00 ",3/25/2021,north
" $2,055.00 ",3/25/2021,south
" $2,130.00 ",3/25/2021,east
" $2,365.00 ",3/25/2021,west
" $2,320.00 ",3/26/2021,north
" $2,325.00 ",3/26/2021,south
" $2,210.00 ",3/26/2021,east
" $2,225.00 ",3/26/2021,west
" $2,465.00 ",3/27/2021,north
" $2,175.00 ",3/27/2021,south
" $2,145.00 ",3/27/2021,east
" $2,085.00 ",3/27/2021,west
" $2,310.00 ",3/28/2021,north
" $2,070.00 ",3/28/2021,south
" $2,355.00 ",3/28/2021,east
" $2,410.00 ",3/28/2021,west
" $2,475.00 ",3/29/2021,north
" $2,005.00 ",3/29/2021,south
" $2,025.00 ",3/29/2021,east
" $2,265.00 ",3/29/2021,west
" $2,090.00 ",3/30/2021,north
" $2,390.00 ",3/30/2021,south
" $2,410.00 ",3/30/2021,east
" $2,035.00 ",3/30/2021,west
" $2,475.00 ",3/31/2021,north
" $2,135.00 ",3/31/2021,south
" $2,440.00 ",3/31/2021,east
" $2,105.00 ",3/31/2021,west
" $2,405.00 ",4/1/2021,north
" $2,000.00 ",4/1/2021,south
" $2,480.00 ",4/1/2021,east
" $2,495.00 ",4/1/2021,west
" $2,260.00 ",4/2/2021,north
" $2,100.00 ",4/2/2021,south
" $2,480.00 ",4/2/2021,east
" $2,325.00 ",4/2/2021,west
" $2,345.00 ",4/3/2021,north
" $2,005.00 ",4/3/2021,south
" $2,175.00 ",4/3/2021,east
" $2,330.00 ",4/3/2021,west
" $2,480.00 ",4/4/2021,north
" $2,455.00 ",4/4/2021,south
" $2,165.00 ",4/4/2021,east
" $2,355.00 ",4/4/2021,west
" $2,270.00 ",4/5/2021,north
" $2,415.00 ",4/5/2021,south
" $2,150.00 ",4/5/2021,east
" $2,215.00 ",4/5/2021,west
" $2,440.00 ",4/6/2021,north
" $2,435.00 ",4/6/2021,south
" $2,255.00 ",4/6/2021,east
" $2,260.00 ",4/6/2021,west
" $2,020.00 ",4/7/2021,north
" $2,125.00 ",4/7/2021,south
" $2,120.00 ",4/7/2021,east
" $2,070.00 ",4/7/2021,west
" $2,135.00 ",4/8/2021,north
" $2,050.00 ",4/8/2021,south
" $2,400.00 ",4/8/2021,east
" $2,040.00 ",4/8/2021,west
" $2,265.00 ",4/9/2021,north
" $2,340.00 ",4/9/2021,south
" $2,245.00 ",4/9/2021,east
" $2,450.00 ",4/9/2021,west
" $2,385.00 ",4/10/2021,north
" $2,255.00 ",4/10/2021,south
" $2,065.00 ",4/10/2021,east
" $2,295.00 ",4/10/2021,west
" $2,415.00 ",4/11/2021,north
" $2,355.00 ",4/11/2021,south
" $2,425.00 ",4/11/2021,east
" $2,150.00 ",4/11/2021,west
" $2,285.00 ",4/12/2021,north
" $2,315.00 ",4/12/2021,south
" $2,080.00 ",4/12/2021,east
" $2,305.00 ",4/12/2021,west
" $2,115.00 ",4/13/2021,north
" $2,380.00 ",4/13/2021,south
" $2,195.00 ",4/13/2021,east
" $2,325.00 ",4/13/2021,west
" $2,045.00 ",4/14/2021,north
" $2,370.00 ",4/14/2021,south
" $2,485.00 ",4/14/2021,east
" $2,085.00 ",4/14/2021,west
